simb,n_simb,ucar_id,descr_ucar,tipo,cap_uso,ucar_ip,act
CoVi,1,711,GND Complejo de suelos hidromorficos alcalinos Vichahuel,GND,VIIws,9,0
CoZav,1,712,Comp Indif. Complejo de suelos hidrohalomorficos Zavalia,Comp Indif.,VIIws,4,0
Cpt,1,713,Complejo Copetonas,Complejo,IVs,34,0
Cpt1,1,714,Consociacion Copetonas 1,Consociacion,NA,27,0
Cri,1,715,Complejo Cachari,Complejo,IVws,37,0
Cru,1,716,Complejo Cruzada,Complejo,VIIws,7,0
Cru1,1,717,Complejo Cruzada 1,Complejo,VIIws,6,0
Cru2,1,718,Complejo Cruzada 2,Complejo,VIws,9,0
CS1,1,719,Asociacion Capilla del Señor 1,Asociacion,IIes,62,0
CSa1,1,720,Complejo Carlos Salas 1,Complejo,VIws,30,0
CSa2,1,721,Consociacion Carlos Salas 2,Consociacion,VIIws,14,0
CSa3,1,722,Complejo Carlos Salas 3,Complejo,VIws,24,0
CSa7,1,723,Complejo Carlos Salas 7,Complejo,VIws,22,0
CSa8,1,724,Complejo Carlos Salas 8,Complejo,VIIws,17,0
CSCh,1,725,Comp Indif. Complejo aluvial Ao Sanquilco Chico,Comp Indif.,VIIws,5,0
CSe1,1,726,Complejo Cañada Seca 1,Complejo,IIIw,54,0
CSe10,1,727,Cañada Seca 10,NA,IIIws,57,0
CSe11,1,728,Complejo Cañada Seca 11,Asociacion,IVws,43,0
CSe2,1,729,Complejo Cañada Seca 2,Complejo,IVw,49,0
CSe3,1,730,Complejo Cañada Seca 3,Complejo,IVw,64,0
CSe4,1,731,Complejo Cañada Seca 4,Complejo,IIIs,59,0
CSe5,1,732,Complejo Cañada Seca 5,Complejo,IIIws,57,0
CSe6,1,733,Asociacion CaÃ±ada Seca 6,Asociacion,IIIs,61,0
CSe8,1,734,Asociacion Cañada Seca 8,Asociacion,IIIws,57,0
CSe9,1,735,Complejo Cañada Seca 9,Complejo,IVws,53,0
CSG,1,736,Complejo Complejo aluvial Arroyo Sanquilco Grande,Complejo,VIIws,6,0
CSt,1,737,Complejo Canal Siete,Complejo,VIIws,13,0
CSt1,1,738,Complejo Canal Siete 1,Complejo,VIIws,5,0
CT1,1,739,Asociacion Carlos Tejedor 1,Asociacion,IIIs,55,0
CT2,1,740,Complejo Carlos Tejedor 2,Complejo,IIIws,59,0
De,1,741,Consociacion Delgado,Consociacion,I-1,95,0
De1,1,742,Consociacion Delgado 1,Consociacion,I-2,86,0
De10,1,743,Consociacion Delgado 10,Consociacion,I-1,94,0
De11,1,744,Asociacion Delgado 11,Asociacion,IIs,74,0
De12,1,745,Consociacion Delgado 12,Consociacion,I-1,95,0
De13,1,746,Asociacion Delgado 13,Asociacion,IIw,74,0
De14,1,747,Asociacion Delgado 14,Asociacion,I-2,84,0
De16,1,748,Asociacion Delgado 16,Asociacion,IIIws,69,0
De17,1,749,Asociacion Delgado 17,Asociacion,I-1,91,0
De19,1,750,Consociacion Delgado 19,Consociacion,IIe,81,0
De2,1,751,Complejo Delgado 2,Complejo,IIIws,66,0
De21,1,752,Asociacion Delgado 21,Asociacion,IIe,85,0
De22,1,753,Complejo Delgado 22,Complejo,IIw,70,0
De23,1,754,Asociacion Delgado 23,Asociacion,IIw,71,0
De4,1,755,Asociacion Delgado 4,Asociacion,I-1,90,0
De7,1,756,Asociacion Delgado 7,Asociacion,I-1,89,0
De8,1,757,Asociacion Delgado 8,Asociacion,I-1,85,0
De9,1,758,Asociacion Delgado 9,Asociacion,IIe,75,0
Dfr1,1,759,Asociacion Dufaur 1,Asociacion,IVsc,51,0
Dfr4,1,760,Asociacion Dufaur 4,Asociacion,IVsc,38,0
Dl,1,761,Complejo Dolores,Complejo,VIws,18,0
Dr1,1,762,Complejo Drabble 1,Complejo,VIws,36,0
Dr2,1,763,Complejo Drabble 2,Complejo,VIws,28,0
Duf,1,764,Consociacion Dufaur,Consociacion,NA,47,1
Duf1,1,765,Asociacion Dufaur 1,Asociacion,NA,40,1
Duf3,1,766,Asociacion Dufaur 3,Asociacion,NA,28,1
Duf4,1,767,Asociacion Dufaur 4,Asociacion,NA,38,1
Duf5,1,768,Dufaur 5,NA,NA,0,0
Duf6,1,769,Complejo Dufaur 6,Complejo,NA,0,0
DV,1,770,Consociacion Del Valle,Consociacion,IVes,26,0
DV1,1,771,Asociacion Del Valle 1,Asociacion,IVes,34,0
DV2,1,772,Consociacion Del Valle 2,Consociacion,IVes,26,0
DV3,1,773,Asociacion Del Valle 3,Asociacion,IVws,28,0
DV4,1,774,Asociacion Del Valle 4,Asociacion,VIes,26,0
DV5,1,775,Asociacion Del Valle 5,Asociacion,IVws,19,0
DV6,1,776,Consociacion Del Valle 6,Consociacion,IVes,20,0
DV7,1,777,Consociacion Del Valle 7,Consociacion,IVes,27,0
EA,1,778,Asociacion El Arbolito,Asociacion,NA,NA,1
EaA,1,779,Asociacion Estancia Aldecoa,Asociacion,IIIw,61,0
EaA1,1,780,Complejo Estancia Aldecoa 1,Complejo,IIIws,57,0
EaA2,1,781,Consociacion Estancia Aldecoa 2,Consociacion,IVws,48,0
EaA3,1,782,Complejo Estancia Aldecoa 3,Complejo,NA,38,1
EaA4,1,783,Complejo Estancia Aldecoa 4,Complejo,NA,48,1
EaA5,1,784,Complejo Estancia Aldecoa 5,Complejo,IVws,50,0
EaLS,1,785,Complejo Estancia La Salada,Complejo,VIws,12,0
EaQA1,1,786,Consociacion Estancia Quince de Abril 1,Consociacion,NA,NA,1
EaQA2,1,787,Consociacion Estancia Quince de Abril 2,Consociacion,NA,NA,1
EaQA3,1,788,Asociacion Estancia Quince de Abril 3,Asociacion,NA,NA,1
EaQA4,1,789,Asociacion Estancia Quince de Abril 4,Asociacion,NA,NA,1
ECa1,1,790,Consociacion El Carmen 1,Consociacion,VIws,31,0
ECa2,1,791,Asociacion El Carmen 2,Asociacion,IVws,48,0
ECa3,1,792,Consociacion El Carmen 3,Consociacion,IVws,41,0
ECa4,1,793,Asociacion El Carmen 4,Asociacion,IVws,29,0
ECa5,1,794,Complejo El Carmen 5,Complejo,IVws,42,0
ECa7,1,795,Asociacion El Carmen 7,Asociacion,VIws,27,0
ECa8,1,796,Asociacion El Carmen 8,Asociacion,NA,NA,1
ECdn,1,797,Complejo El Calden,Complejo,V,35,0
ECo,1,798,Consociacion El Cortijo,Consociacion,VIII,1,0
ED,1,799,Asociacion El Destino,Asociacion,VIws,23,0
ED1,1,800,Complejo El Destino 1,Complejo,VIws,21,0
ED2,1,801,Complejo El Destino 2,Complejo,VIws,23,0
ED3,1,802,Complejo El Destino 3,Complejo,VIws,26,0
ED4,1,803,Complejo El Destino 4,Complejo,VIIws,29,0
Eg,1,804,Complejo Egana,Complejo,IIIws,65,0
EG,1,805,Complejo El Gavilan,Complejo,IIIs,52,0
Eg1,1,806,Complejo Egana 1,Complejo,IVws,49,0
EG1,1,807,Consociacion El Gavilan 1,Consociacion,IIIws,54,0
Eg2,1,808,Complejo Egana 2,Complejo,IIIws,50,0
EG2,1,809,El Gavilan 2,NA,IIIws,61,0
Eg3,1,810,Complejo Egana 3,Complejo,NA,57,1
EG3,1,811,Complejo El Gavilan 3,Complejo,IIIws,63,0
EG4,1,812,Complejo El Gavilan 4,Complejo,IIIws,57,0
EG5,1,813,Complejo El Gavilan 5,Complejo,Vw,60,0
ELAg,1,814,Asociacion Estancia La Angelita,Asociacion,IVs,26,0
ELC,1,815,Complejo Estancia La Criolla,Complejo,IVws,34,0
Eld1,1,816,Asociacion Elordi 1,Asociacion,IIIw,50,0
Eld2,1,817,Complejo Elordi 2,Complejo,IVws,44,0
Eld3,1,818,Asociacion Elordi 3,Asociacion,IIIws,52,0
Ele,1,819,Complejo Elena,Complejo,IVws,30,0
ELM,1,820,Consociacion Estancia Los Manantiales,Consociacion,Vw,25,0
ELM1,1,821,Consociacion Estancia Los Manantiales 1,Consociacion,IIc,65,0
ELM2,1,822,Consociacion Estancia Los Manantiales 2,Consociacion,IIIsc,50,0
ELN,1,823,Asociacion Estacion La Nevada,Asociacion,IVws,44,0
ELN1,1,824,Consociacion Estacion La Nevada 1,Consociacion,VIIws,14,0
EMe,1,825,Complejo Estancia Melamed,Complejo,VIws,14,0
EMe1,1,826,Asociacion Estancia Melamed 1,Asociacion,IVws,25,0
EN,1,827,Complejo Estacion Naon,Complejo,IIIws,64,0
EN1,1,828,Consociacion Estacion Naon 1,Consociacion,IIs,68,0
EN2,1,829,Complejo Estacion Naon 2,Complejo,IIIws,56,0
EN3,1,830,Complejo Estacion Naon 3,Complejo,IIIws,61,0
EN4,1,831,Complejo Estacion Naon 4,Complejo,IIIws o IVws,59,0
EN6,1,832,Complejo Estacion Naon 6,Complejo,IVws,39,0
EN7,1,833,Consociacion Estacion Naon 7,Consociacion,IIs,73,0
EN8,1,834,Complejo Estacion Naon 8,Complejo,IIs,69,0
EN9,1,835,Complejo Estacion Naon 9,Complejo,IIs,73,0
EOA,1,836,Complejo Estancia Ojo de Agua,Complejo,IVs,35,0
EOA1,1,837,Estancia Ojo de Agua 1,NA,IIIs,43,0
EOA2,1,838,Asociacion Estancia Ojo de Agua 2,Asociacion,VIes,25,0
EOA3,1,839,Estancia Ojo de Agua 3,NA,IVsc,40,0
EOA4,1,840,Complejo Estancia Ojo de Agua 4,Complejo,IVsc,33,0
EOA5,1,841,Asociacion Estancia Ojo de Agua 5,Asociacion,IVes,26,0
Epc,1,842,Consociacion Epecuen,Consociacion,IIIsc,71,0
Epc1,1,843,Epecuen 1,NA,IIIsc,68,0
Epc10,1,844,Asociacion Epecuen 10,Asociacion,IIIsc,51,0
Epc11,1,845,Asociacion Epecuen 11,Asociacion,IVes,34,0
Epc12,1,846,Complejo Epecuen 12,Complejo,IVes,34,0
Epc2,1,847,Consociacion Epecuen 2,Consociacion,IIIes,63,0
Epc3,1,848,Asociacion Epecuen 3,Asociacion,IIIes,51,0
Epc4,1,849,Asociacion Epecuen 4,Asociacion,IIIsc,52,0
Epc5,1,850,Asociacion Epecuen 5,Asociacion,IVws,40,0
Epc6,1,851,Asociacion Epecuen 6,Asociacion,IVsc,46,0
Epc7,1,852,Asociacion Epecuen 7,Asociacion,IVes,49,0
Epc8,1,853,Asociacion Epecuen 8,Asociacion,IIIes,54,0
Epc9,1,854,Asociacion Epecuen 9,Asociacion,IIIsc,58,0
ER,1,855,Complejo El Recuerdo,Complejo,NA,NA,1
ER1,1,856,Complejo El Recuerdo 1,Complejo,IVws o VIws,25,0
ER2,1,857,Complejo El Recuerdo 2,Complejo,NA,NA,1
ERi,1,858,Asociacion Estacion Rivera,Asociacion,IVsc,29,0
ERi1,1,859,Consociacion Estacion Rivera 1,Consociacion,IVes,29,0
ERi2,1,860,Consociacion Estacion Rivera 2,Consociacion,IVs,43,0
ERi3,1,861,Complejo Estacion Rivera 3,Complejo,IVsc,37,0
ERi4,1,862,Estacion Rivera 4,NA,NA,0,0
ERi5,1,863,Asociacion Estacion Rivera 5,Asociacion,IVsc,30,0
ERi6,1,864,Consociacion Estacion Rivera 6,Consociacion,IIIsc,17,0
ERi7,1,865,Asociacion Estacion Rivera 7,Asociacion,IIIsc,35,0
ERi8,1,866,Complejo Estacion Rivera 8,Complejo,IIIsc,27,0
Erz,1,867,Erize,NA,IVs,48,0
Erz1,1,868,Complejo Erize 1,Complejo,IIIs,53,0
Erz2,1,869,Consociacion Erize 2,Consociacion,IVs,43,0
Erz3,2,870,Complejo Erize 3,Complejo,IIIsc,49,0
Erz3,2,2304,Asociacion Erize 3,Asociacion,IIIsc,41,0
Erz4,1,871,Complejo Erize 4,Complejo,NA,56,1
Erz5,1,872,Asociacion Erize 5,Asociacion,NA,0,0
Erz6,1,873,Asociacion Erize 6,Asociacion,NA,NA,1
Erz7,1,874,Asociacion Erize 7,Asociacion,NA,NA,1
ES,1,875,Complejo Estacion Segurola,Complejo,VIws,12,0
ES1,1,876,Complejo Estacion Segurola 1,Complejo,VIIws,9,0
Es2,1,877,Asociacion Estela 2,Asociacion,IIIsc,48,0
ESA,1,878,Consociacion Estancia Santa Ana,Consociacion,IIIws,51,0
ESA2,1,879,Complejo Santa Ana 2,Complejo,IIIws,56,0
ESA7,1,880,Consociacion Estancia Santa Ana 7,Consociacion,IIIs,63,0
ESB,1,881,Consociacion Estancia San Bernardo,Consociacion,VIes,26,0
ESB1,1,882,Asociacion Estancia San Bernardo 1,Asociacion,IVes,27,0
ESB2,1,883,Consociacion Estancia San Bernardo 2,Consociacion,IVsc,19,0
ET,1,884,Complejo El Tordillo,Complejo,VIIws,10,0
Etch,1,885,Consociacion Etcheverry,Consociacion,IIw,66,0
Etch1,1,886,Consociacion Etcheverry 1,Consociacion,IIIws,57,0
Etch2,1,887,Asociacion Etcheverry 2,Asociacion,IIIws,54,0
ETo,1,888,Consociacion El Toro,Consociacion,IIIws,64,0
ETo1,1,889,Complejo El Toro 1,Complejo,IIIws,58,0
ETo2,1,890,Asociacion El Toro 2,Asociacion,IIIws,52,0
ETo3,1,891,Complejo El Toro 3,Complejo,IIIws,53,0
ETo4,1,892,Complejo El Toro 4,Complejo,IVws,45,0
EV,1,893,Complejo El Vigilante,Complejo,VIws,11,0
EV1,1,894,Complejo El Vigilante 1,Complejo,IVws,27,0
EV2,1,895,Complejo El Vigilante 2,Complejo,VIws,23,0
EV3,1,896,El Vigilante 3,NA,NA,0,0
EV4,1,897,El Vigilante 4,NA,VIws,8,0
EV5,1,898,Complejo El Vigilante 5,Complejo,VIws,9,0
EV6,1,899,Complejo El Vigilante 6,Complejo,VIws,18,0
EV7,1,900,Complejo El Vigilante 7,Complejo,IVws,26,0
EY,1,901,Asociacion Estacion Yerbas,Asociacion,VIws,20,0
EY1,1,902,Asociacion Estacion Yerbas 1,Asociacion,NA,35,1
FA1,1,903,Consociacion Fuerte Argentino 1,Consociacion,IIIws,31,0
FA2,2,94,Grupo no diferenciado de suelos hidromÃ³rficos Estancia Fuerte Argentino 2,GND,VIws,10,0
FA2,2,904,Grupo no diferenciado de suelos hidromÃ³rficos Estancia Fuerte Argentino 2,GND,VIws,15,0
FA3,1,905,Asociacion Fuerte Argentino 3,Asociacion,VIws,37,0
FA4,1,906,Complejo Complejo de suelos alcalinos hidromorficos Estancia Fuerte Argentino 4,Complejo,VIws,10,0
FA5,1,907,Consociacion Fuerte Argentino 5,Consociacion,VIws,30,0
Fat,1,908,Complejo Faustina,Complejo,NA,NA,1
FT,1,909,Consociacion Fortin Tiburcio,Consociacion,IIs,73,0
FT1,1,910,Complejo Fortin Tiburcio 1,Complejo,IVws,61,0
FT10,1,911,Complejo Fortin Tiburcio 10,Complejo,IIIes,54,0
FT11,1,912,Complejo Fortin Tiburcio 11,Complejo,IVws,47,0
FT12,1,913,Complejo Fortin Tiburcio 12,Complejo,IIs,72,0
FT13,1,914,Complejo Fortin Tiburcio 13,Complejo,IIIws,65,0
FT2,1,915,Asociacion Fortin Tiburcio 2,Asociacion,IIIws,64,0
FT4,1,916,Asociacion Fortin Tiburcio 4,Asociacion,IIIws,68,0
FT5,1,917,Asociacion Fortin Tiburcio 5,Asociacion,IIs,74,0
FT6,1,918,Consociacion Fortin Tiburcio 6,Consociacion,IIs,70,0
FT7,1,919,Asociacion Fortin Tiburcio 7,Asociacion,IIs,70,0
FT8,1,920,Complejo Fortin Tiburcio 8,Complejo,IIs,70,0
FT9,1,921,Asociacion Fortin Tiburcio 9,Asociacion,IIIes,64,0
Gar,1,922,Complejo Garnica,Complejo,VII,22,0
GC,1,923,Consociacion General Conesa,Consociacion,VIIws,5,0
GC1,1,924,Consociacion General Conesa 1,Consociacion,VIIws,2,0
GC2,1,925,Consociacion General Conesa 2,Consociacion,VIIws,4,0
GC3,1,926,Complejo General Conesa 3,Complejo,VIIws,3,0
GC4,1,927,Consociacion General Conesa 4,Consociacion,VIIws,4,0
GC5,1,928,Consociacion General Conesa 5,Consociacion,VIIws,6,0
GC6,1,929,Consociacion General Conesa 6,Consociacion,VIIws,4,0
GC7,1,930,Complejo General Conesa 7,Complejo,VIIws,7,0
GC8,1,931,Complejo General Conesa 8,Complejo,VIws,10,0
Gche,1,932,Asociacion Goyeneche,Asociacion,VIws,18,0
Gche1,1,933,Asociacion Goyeneche 1,Asociacion,VIws,20,0
Ge6,1,934,Complejo Gelly 6,Complejo,NA,NA,1
Ge7,1,935,Complejo Gelly 7,Complejo,NA,NA,1
GG1,1,936,Complejo General Guido 1,Complejo,VIws,19,0
GG10,1,937,Asociacion General Guido 10,Asociacion,VIws,29,0
GG11,1,938,Complejo General Guido 11,Complejo,VIws,18,0
GG12,1,939,Complejo General Guido 12,Complejo,VIws,13,0
GG13,1,940,Complejo General Guido 13,Complejo,VIIws,12,0
GG14,1,941,Asociacion General Guido 14,Asociacion,VIws,12,0
GG15,1,942,Asociacion General Guido 15,Asociacion,VIIws,9,0
GG16,1,943,Consociacion General Guido 16,Consociacion,VIws,14,0
GG17,1,944,Complejo General Guido 17,Complejo,VIws,20,0
GG18,1,945,Consociacion General Guido 18,Consociacion,VIws,17,0
GG19,1,946,Complejo General Guido 19,Complejo,VIws,16,0
GG2,1,947,Asociacion General Guido 2,Asociacion,VIws,12,0
GG20,1,948,Complejo General Guido 20,Complejo,VIIws,11,0
GG21,1,949,Complejo General Guido 21,Complejo,VIws,26,0
GG22,1,950,Complejo General Guido 22,Complejo,VIws,25,0
GG23,1,951,Complejo General Guido 23,Complejo,VIws,19,0
GG24,1,952,Complejo General Guido 24,Complejo,VIws,21,0
GG25,1,953,Complejo General Guido 25,Complejo,VIws,23,0
GG26,1,954,Complejo General Guido 26,Complejo,VIws,24,0
GG27,1,955,Complejo General Guido 27,Complejo,VIIws,8,0
GG28,1,956,Complejo General Guido 28,Complejo,VIws,28,0
GG29,1,957,Complejo General Guido 29,Complejo,VIws,14,0
GG3,1,958,Complejo General Guido 3,Complejo,VIws,16,0
GG30,1,959,Complejo General Guido 30,Complejo,VIIws,18,0
GG31,1,960,Complejo General Guido 31,Complejo,VIIws,19,0
GG32,1,961,Complejo General Guido 32,Complejo,VIws,28,0
GG33,1,962,Complejo General Guido 33,Complejo,VIIws,16,0
GG34,1,963,Complejo General Guido 34,Complejo,IVws,30,0
GG35,1,964,Complejo General Guido 35,Complejo,VIws,23,0
GG36,1,965,Complejo General Guido 36,Complejo,VIws,18,0
GG37,1,966,Complejo General Guido 37,Complejo,VIws,24,0
GG38,1,967,Complejo General Guido 38,Complejo,VIws,18,0
GG39,1,968,Complejo General Guido 39,Complejo,VIws,17,0
GG4,1,969,Complejo General Guido 4,Complejo,VIws,14,0
GG40,1,970,Complejo General Guido 40,Complejo,VIws,13,0
GG41,1,971,Complejo General Guido 41,Complejo,VIIws,12,0
GG42,1,972,Complejo General Guido 42,Complejo,VIws,11,0
GG43,1,973,Complejo General Guido 43,Complejo,VIws,11,0
GG44,1,974,Complejo General Guido 44,Complejo,VIws,13,0
GG45,1,975,Complejo General Guido 45,Complejo,VIws,9,0
GG46,1,976,Complejo General Guido 46,Complejo,VIws,21,0
GG47,1,977,Complejo General Guido 47,Complejo,IVws,24,0
GG48,1,978,Complejo General Guido 48,Complejo,VIws,24,0
GG49,1,979,Complejo General Guido 49,Complejo,VIws,19,0
GG5,1,980,Complejo General Guido 5,Complejo,VIIws,11,0
GG50,1,981,Complejo General Guido 50,Complejo,VIws,22,0
GG6,1,982,Complejo General Guido 6,Complejo,VIws,14,0
GG7,1,983,Complejo General Guido 7,Complejo,VIIws,9,0
GG8,1,984,Complejo General Guido 8,Complejo,VIIws,13,0
GG9,1,985,Asociacion General Guido 9,Asociacion,VIws,15,0
GL1,1,986,Complejo General Lavalle 1,Complejo,VIIws,9,0
GL10,1,987,Complejo General Lavalle 10,Complejo,VIIws,9,0
GL11,1,988,Complejo General Lavalle 11,Complejo,VIIws,8,0
GL12,1,989,Complejo General Lavalle 12,Complejo,VIws,17,0
GL2,1,990,Complejo General Lavalle 2,Complejo,VIIws,10,0
GL3,1,991,Complejo General Lavalle 3,Complejo,VIws,11,0
GL4,1,992,Complejo General Lavalle 4,Complejo,VIIws,10,0
GL5,1,993,Complejo General Lavalle 5,Complejo,VIws,13,0
GL6,1,994,Complejo General Lavalle 6,Complejo,VIws,22,0
GL7,1,995,Complejo General Lavalle 7,Complejo,VIIws,12,0
GL8,1,996,Complejo General Lavalle 8,Complejo,VIIws,10,0
GL9,1,997,Complejo General Lavalle 9,Complejo,VIIws,8,0
GLM,1,998,Complejo General La Madrid,Complejo,VIws,28,0
GLM1,1,999,Consociacion General La Madrid 1,Consociacion,IVws,35,0
GMo1,1,1000,Asociacion Estacion Gonzalez Moreno 1,Asociacion,IVws,38,0
GMo2,1,1001,Asociacion Estacion Gonzalez Moreno 2,Asociacion,IVes,35,0
GMo3,1,1002,Consociacion Estacion Gonzalez Moreno 3,Consociacion,IVs,44,0
Go,1,1003,Consociacion Gouin,Consociacion,I_2,77,0
Go1,1,1004,Consociacion Gouin 1,Consociacion,IIw,74,0
Go10,1,1005,Complejo Gouin 10,Complejo,IVws,45,0
Go12,1,1006,Asociacion Gouin 12,Asociacion,IIIws,58,0
Go13,1,1007,Complejo Gouin 13,Complejo,IVws,49,0
Go14,1,1008,Complejo Gouin 14,Complejo,IVws,41,0
Go15,1,1009,Complejo Gouin 15,Complejo,IVws,47,0
Go17,1,1010,Complejo Gouin 17,Complejo,IIIws,59,0
Go18,1,1011,Complejo Gouin 18,Complejo,IVws,56,0
Go2,1,1012,Asociacion Gouin 2,Asociacion,IIIws,56,0
Go20,1,1013,Complejo Gouin 20,Complejo,IVws,44,0
Go21,1,1014,Asociacion Gouin 21,Asociacion,IIIws,52,0
Go3,1,1015,Complejo Gouin 3,Complejo,IIIws,59,0
Go4,1,1016,Complejo Gouin 4,Complejo,IIIws,65,0
Go5,1,1017,Complejo Gouin 5,Complejo,IVws,53,0
Go7,1,1018,Complejo Gouin 7,Complejo,IVws,39,0
Go8,1,1019,Asociacion Gouin 8,Asociacion,IIIws,51,0
Go9,1,1020,Consociacion Gouin 9,Consociacion,IIIws,69,0
GP,1,1021,Complejo General Piran,Complejo,VIws,20,0
GP1,1,1022,Complejo General Piran 1,Complejo,IVws,22,0
Gru,1,1023,Asociacion Grunbein,Asociacion,IVec,31,0
Gt,1,1024,Consociacion Gorostiaga,Consociacion,Vw,21,0
Gua,1,1025,Complejo Guamini,Complejo,IIIs,46,0
Gui,1,1026,Asociacion Guillermo,Asociacion,IVs,43,0
Gw,1,1027,Complejo Gowland,Complejo,VIws,18,0
Gw1,1,1028,Complejo Gowland 1,Complejo,VIws,18,0
Gw2,1,1029,Complejo Gowland 2,Complejo,VIws,11,0
Gw3,1,1030,Complejo Gowland 3,Complejo,VIIws,15,0
Gw4,1,1031,Complejo Gowland 4,Complejo,VIws,15,0
Gw5,1,1032,Asociacion Gowland 5,Asociacion,VIws,26,0
Gw6,1,1033,Complejo Gowland 6,Complejo,NA,24,1
Gw7,1,1034,Complejo Gowland 7,Complejo,NA,NA,1
Gw8,1,1035,Complejo Gowland 8,Complejo,NA,NA,1
Gw9,1,1036,Complejo Gowland 9,Complejo,NA,NA,1
HB,1,1037,Consociacion Henry Bell,Consociacion,IIw,72,0
HB1,1,1038,Consociacion Henry Bell 1,Consociacion,IIIws,66,0
HB10,1,1039,Asociacion Henry Bell 10,Asociacion,IIIws,56,0
HB11,1,1040,Asociacion Henry Bell 11,Asociacion,IVws,42,0
HB12,1,1041,Complejo Henry Bell 12,Complejo,IVws,38,0
HB2,1,1042,Asociacion Henry Bell 2,Asociacion,IIIws,55,0
HB3,1,1043,Asociacion Henry Bell 3,Asociacion,IVws,47,0
HB4,1,1044,Complejo Henry Bell 4,Complejo,IVws,41,0
HB5,1,1045,Asociacion Henry Bell 5,Asociacion,IIIws,57,0
HB6,1,1046,Asociacion Henry Bell 6,Asociacion,IVws,50,0
HB7,1,1047,Asociacion Henry Bell 7,Asociacion,IVes,50,0
HB9,1,1048,Asociacion Henry Bell 9,Asociacion,IIIw,68,0
He1,1,1049,Complejo Henderson 1,Complejo,IVws,34,0
He2,1,1050,Complejo Henderson 2,Complejo,VIws,18,0
He3,1,1051,Complejo Henderson 3,Complejo,IVws,32,0
Hm,1,1053,Consociacion Huemul,Consociacion,VIIws,14,0
Hu,1,1054,Consociacion Hughes,Consociacion,I-1,90,0
Hu2,1,1055,Consociacion Hughes 2,Consociacion,I-2,81,0
Hu6,1,1056,Asociacion Hughes 6,Asociacion,I-2,86,0
ISy,1,1057,Complejo Ingeniero Silveyra,Complejo,NA,NA,1
ISy1,1,1058,Asociacion Ingeniero Silveyra 1,Asociacion,NA,NA,1
IWh,1,1059,Complejo Ingeniero White,Complejo,VIII,5,0
Jn8,1,1060,Asociacion Juncal 8,Asociacion,NA,NA,1
Ju1,1,1061,Consociacion Junin 1,Consociacion,I-3,64,0
Ju10,1,1062,Asociacion Junin 10,Asociacion,IIe,77,0
Ju12,1,1063,Consociacion Junin 12,Consociacion,IIes,67,0
Ju13,1,1064,Consociacion Junin 13,Consociacion,IIIws,64,0
Ju14,1,1065,Consociacion Junin 14,Consociacion,IIIws,64,0
Ju15,1,1066,Asociacion Junin 15,Asociacion,IIIws,60,0
Ju17,1,1067,Complejo Junin 17,Complejo,IIIes,63,0
Ju18,1,1068,Junin 18,NA,IIe,75,0
Ju2,1,1069,Consociacion Junin 2,Consociacion,I-3,66,0
Ju5,1,1070,Asociacion Junin 5,Asociacion,IIIes,66,0
Ju6,1,1071,Asociacion Junin 6,Asociacion,IIIes,66,0
Ju9,1,1072,Asociacion Junin 9,Asociacion,IIIes,68,0
L,1,1073,Lagunas permanentes y/o temporarias,NA,VIII,1,0
LA,1,1074,Complejo La Alianza,Complejo,IVes,38,0
LA1,1,1075,Complejo La Alianza 1,Complejo,IVes,34,0
LA12,1,1076,Complejo La Alianza 12,Complejo,IVes,55,0
LA13,1,1077,Complejo La Alianza 13,Complejo,IVes,39,0
LA14,1,1078,Complejo La Alianza 14,Complejo,NA,31,1
LA2,1,1079,Complejo La Alianza 2,Complejo,IVes,43,0
LA3,1,1080,Asociacion La Alianza 3,Asociacion,IVes,38,0
LA4,1,1081,Complejo La Alianza 4,Complejo,IIIes,43,0
LA6,1,1082,La Alianza 6,NA,IVs,39,0
LA7,1,1083,Complejo La Alianza 7,Complejo,IVes,30,0
LA8,1,1084,Consociacion La Alianza 8,Consociacion,VIIws,23,0
LAb,1,1085,Complejo La Albina,Complejo,IVws,42,0
LAb1,1,1086,Asociacion La Albina 1,Asociacion,IVws,49,0
LAb10,1,1087,Complejo La Albina 10,Complejo,VIws,31,0
LAb11,1,1088,Complejo La Albina 11,Complejo,IVws,45,0
LAb12,1,1089,Complejo La Albina 12,Complejo,IIIws,57,0
LAb13,1,1090,Complejo La Albina 13,Complejo,IVws,48,0
LAb14,1,1091,Complejo La Albina 14,Complejo,VIws,22,0
LAb15,1,1092,Complejo La Albina 15,Complejo,IVws,34,0
LAb16,1,1093,Complejo La Albina 16,Complejo,VIws,22,0
LAb17,1,1094,Complejo La Albina 17,Complejo,IVws,31,0
LAb18,1,1095,Complejo La Albina 18,Complejo,IVws,35,0
LAb19,1,1096,Complejo La Albina 19,Complejo,VIws,24,0
LAb2,1,1097,Complejo La Albina 2,Complejo,IVws,37,0
LAb3,1,1098,Complejo La Albina 3,Complejo,IVws,27,0
LAb4,1,1099,Complejo La Albina 4,Complejo,IVws,32,0
LAb5,1,1100,Complejo La Albina 5,Complejo,IVws,48,0
LAb7,1,1101,Complejo La Albina 7,Complejo,IVws,49,0
LAb8,1,1102,Complejo La Albina 8,Complejo,IVws,49,0
LAb9,1,1103,Complejo La Albina 9,Complejo,IVws,45,0
Lby3,1,1105,Complejo Laboulaye 3,Complejo,NA,0,0
